5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.102.100.100.25980,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,6,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,166,,1,2017-09-18 05:15:09
102.100.100.102.100.100.25979,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,5,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,165,,1,2017-09-18 05:15:18
102.100.100.102.100.100.25978,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,4,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,164,,1,2017-09-18 05:15:27
102.100.100.102.100.100.25977,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,3,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,163,,1,2017-09-18 05:15:36
102.100.100.102.100.100.25976,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,2,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,162,,1,2017-09-18 05:15:45
102.100.100.102.100.100.25975,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,1,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,161,,1,2017-09-18 05:15:53
102.100.100.102.100.100.25974,Pilot,Klebsiella pneumoniae,AJ218,,RPMI,6,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,160,,1,2017-09-18 05:16:04
102.100.100.102.100.100.25973,Pilot,Klebsiella pneumoniae,AJ218,,RPMI,5,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,159,,1,2017-09-18 05:16:49
102.100.100.102.100.100.25972,Pilot,Klebsiella pneumoniae,AJ218,,RPMI,4,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,158,,1,2017-09-18 05:16:57
102.100.100.102.100.100.25971,Pilot,Klebsiella pneumoniae,AJ218,,RPMI,3,Proteomics,SWATH-MS,APAF,,2017-03-22,2017-03-22,1,2017-05-12,https://downloads-qcif.bioplatforms.com/bpa/sepsis/proteomics/raw/swathms-combined-sample/apaf/BPAOPS-151/,157,,1,2017-09-18 05:17:07
