5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.50972,Main dataset,Escherichia coli,MS14387,,Pooled sera,6,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,210,,0,2017-11-14 08:00:25
102.100.100.50971,Main dataset,Escherichia coli,MS14387,,Pooled sera,5,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,209,,0,2017-11-14 08:00:25
102.100.100.50970,Main dataset,Escherichia coli,MS14387,,Pooled sera,4,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,208,,0,2017-11-14 08:00:25
102.100.100.50969,Main dataset,Escherichia coli,MS14387,,Pooled sera,3,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,207,,0,2017-11-14 08:00:25
102.100.100.50968,Main dataset,Escherichia coli,MS14387,,Pooled sera,2,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,206,,0,2017-11-14 08:00:25
102.100.100.50967,Main dataset,Escherichia coli,MS14387,,Pooled sera,1,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,205,,0,2017-11-14 08:00:25
102.100.100.50966,Main dataset,Escherichia coli,MS14387,,RPMI,6,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,204,,0,2017-11-14 08:00:25
102.100.100.50965,Main dataset,Escherichia coli,MS14387,,RPMI,5,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,203,,0,2017-11-14 08:00:25
102.100.100.50964,Main dataset,Escherichia coli,MS14387,,RPMI,4,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,202,,0,2017-11-14 08:00:25
102.100.100.50963,Main dataset,Escherichia coli,MS14387,,RPMI,3,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,201,,0,2017-11-14 08:00:25
102.100.100.50962,Main dataset,Escherichia coli,MS14387,,RPMI,2,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,200,,0,2017-11-14 08:00:25
102.100.100.50961,Main dataset,Escherichia coli,MS14387,,RPMI,1,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,199,,0,2017-11-14 08:00:25
102.100.100.50960,Main dataset,Escherichia coli,MS14386,,Pooled sera,6,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,198,,0,2017-11-14 08:00:25
102.100.100.50959,Main dataset,Escherichia coli,MS14386,,Pooled sera,5,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,197,,0,2017-11-14 08:00:25
102.100.100.50958,Main dataset,Escherichia coli,MS14386,,Pooled sera,4,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,196,,0,2017-11-14 08:00:25
102.100.100.50957,Main dataset,Escherichia coli,MS14386,,Pooled sera,3,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,195,,0,2017-11-14 08:00:25
102.100.100.50956,Main dataset,Escherichia coli,MS14386,,Pooled sera,2,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,194,,0,2017-11-14 08:00:25
102.100.100.50955,Main dataset,Escherichia coli,MS14386,,Pooled sera,1,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,193,,0,2017-11-14 08:00:25
102.100.100.50954,Main dataset,Escherichia coli,MS14386,,RPMI,6,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,192,,0,2017-11-14 08:00:25
102.100.100.50953,Main dataset,Escherichia coli,MS14386,,RPMI,5,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,191,,0,2017-11-14 08:00:25
102.100.100.50952,Main dataset,Escherichia coli,MS14386,,RPMI,4,Metabolomics,GC-MS,MA,,2017-11-14,2017-11-13,0,,,190,,0,2017-11-14 08:00:25
