5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.51664,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,6,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,448,,0,2018-08-22 02:22:33
102.100.100.51663,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,5,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,447,,0,2018-08-22 02:22:33
102.100.100.51662,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,4,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,446,,0,2018-08-22 02:22:33
102.100.100.51661,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,3,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,445,,0,2018-08-22 02:22:33
102.100.100.51660,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,2,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,444,,0,2018-08-22 02:22:33
102.100.100.51659,Main dataset,Klebsiella pneumoniae,04153260899A,,Pooled sera,1,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,443,,0,2018-08-22 02:22:33
102.100.100.51658,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,6,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,442,,0,2018-08-22 02:22:33
102.100.100.51657,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,5,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,441,,0,2018-08-22 02:22:33
102.100.100.51656,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,4,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,440,,0,2018-08-22 02:22:33
102.100.100.51655,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,3,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,439,,0,2018-08-22 02:22:33
102.100.100.51654,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,2,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,438,,0,2018-08-22 02:22:33
102.100.100.51653,Main dataset,Klebsiella pneumoniae,04153260899A,,RPMI,1,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,437,,0,2018-08-22 02:22:33
102.100.100.51652,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,6,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,436,,0,2018-08-22 02:22:33
102.100.100.51651,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,5,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,435,,0,2018-08-22 02:22:33
102.100.100.51650,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,4,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,434,,0,2018-08-22 02:22:33
102.100.100.51649,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,3,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,433,,0,2018-08-22 02:22:33
102.100.100.51648,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,2,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,432,,0,2018-08-22 02:22:33
102.100.100.51647,Main dataset,Klebsiella pneumoniae,03-311-0071,,Pooled sera,1,Proteomics,SWATH-MS,APAF,,2018-08-17,2018-08-21,0,,,431,,0,2018-08-22 02:22:33
