5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.50565,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,224,,0,2017-08-25 02:44:44
102.100.100.50564,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,223,,0,2017-08-25 02:44:44
102.100.100.50563,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,222,,0,2017-08-25 02:44:44
102.100.100.50562,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,221,,0,2017-08-25 02:44:44
102.100.100.50561,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,220,,0,2017-08-25 02:44:44
102.100.100.50631,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,219,,0,2017-08-25 02:44:44
102.100.100.50559,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,218,,0,2017-08-25 02:44:44
102.100.100.50558,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,5,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,217,,0,2017-08-25 02:44:44
102.100.100.50557,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,4,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,216,,0,2017-08-25 02:44:44
102.100.100.50556,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,3,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,215,,0,2017-08-25 02:44:44
102.100.100.50555,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,2,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,214,,0,2017-08-25 02:44:44
102.100.100.50554,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,1,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,213,,0,2017-08-25 02:44:44
102.100.100.50553,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,212,,0,2017-08-25 02:44:43
102.100.100.50552,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,211,,0,2017-08-25 02:44:43
102.100.100.50551,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,210,,0,2017-08-25 02:44:43
102.100.100.50550,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,209,,0,2017-08-25 02:44:43
102.100.100.50549,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,208,,0,2017-08-25 02:44:43
102.100.100.50630,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,207,,0,2017-08-25 02:44:43
102.100.100.50547,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,206,,0,2017-08-25 02:44:43
102.100.100.50546,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,5,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,205,,0,2017-08-25 02:44:43
102.100.100.50545,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,4,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,204,,0,2017-08-25 02:44:43
102.100.100.50544,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,3,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,203,,0,2017-08-25 02:44:43
102.100.100.50543,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,2,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,202,,0,2017-08-25 02:44:43
102.100.100.50542,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,1,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,201,,0,2017-08-25 02:44:43
102.100.100.50541,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,200,,0,2017-08-25 02:44:43
102.100.100.50540,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,5,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,199,,0,2017-08-25 02:44:43
102.100.100.50539,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,4,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,198,,0,2017-08-25 02:44:43
102.100.100.50538,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,3,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,197,,0,2017-08-25 02:44:43
102.100.100.50537,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,2,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,196,,0,2017-08-25 02:44:43
102.100.100.50536,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,1,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,195,,0,2017-08-25 02:44:43
102.100.100.50535,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,6,Metabolomics,LC-MS,MA,,2017-07-31,2017-07-31,0,,,194,,0,2017-08-25 02:44:43
