5 digit BPA ID,Data type,Taxon_OR_organism,Strain_OR_isolate,Serovar,Growth Media,Replicate,Omics,Analytical platform,Facility,Work order #,Contextual Data Submission Date,Sample submission date,Data generated,Archive Ingestion Date,Archive ID,id,curation_url,in_data_portal,last_modified
102.100.100.50505,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,116,,0,2017-08-25 02:23:00
102.100.100.50504,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,115,,0,2017-08-25 02:23:00
102.100.100.50503,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,114,,0,2017-08-25 02:23:00
102.100.100.50502,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,113,,0,2017-08-25 02:23:00
102.100.100.50501,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,112,,0,2017-08-25 02:23:00
102.100.100.50628,Main dataset,Staphylococcus aureus,BPH2986,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,111,,0,2017-08-25 02:23:00
102.100.100.50499,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,110,,0,2017-08-25 02:23:00
102.100.100.50498,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,109,,0,2017-08-25 02:23:00
102.100.100.50497,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,108,,0,2017-08-25 02:23:00
102.100.100.50496,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,107,,0,2017-08-25 02:23:00
102.100.100.50495,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,106,,0,2017-08-25 02:23:00
102.100.100.50494,Main dataset,Staphylococcus aureus,BPH2986,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,105,,0,2017-08-25 02:23:00
102.100.100.50493,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,104,,0,2017-08-25 02:23:00
102.100.100.50492,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,103,,0,2017-08-25 02:23:00
102.100.100.50491,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,102,,0,2017-08-25 02:23:00
102.100.100.50490,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,101,,0,2017-08-25 02:23:00
102.100.100.50489,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,100,,0,2017-08-25 02:23:00
102.100.100.50627,Main dataset,Staphylococcus aureus,BPH2947,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,99,,0,2017-08-25 02:23:00
102.100.100.50487,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,98,,0,2017-08-25 02:23:00
102.100.100.50486,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,97,,0,2017-08-25 02:23:00
102.100.100.50485,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,96,,0,2017-08-25 02:23:00
102.100.100.50484,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,95,,0,2017-08-25 02:23:00
102.100.100.50483,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,94,,0,2017-08-25 02:23:00
102.100.100.50482,Main dataset,Staphylococcus aureus,BPH2947,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,93,,0,2017-08-25 02:23:00
102.100.100.50481,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,92,,0,2017-08-25 02:23:00
102.100.100.50480,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,91,,0,2017-08-25 02:23:00
102.100.100.50478,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,90,,0,2017-08-25 02:23:00
102.100.100.50477,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,89,,0,2017-08-25 02:23:00
102.100.100.50476,Main dataset,Staphylococcus aureus,BPH2900,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,88,,0,2017-08-25 02:23:00
102.100.100.50475,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,87,,0,2017-08-25 02:23:00
102.100.100.50474,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,86,,0,2017-08-25 02:23:00
102.100.100.50473,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,85,,0,2017-08-25 02:23:00
102.100.100.50472,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,84,,0,2017-08-25 02:23:00
102.100.100.50471,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,83,,0,2017-08-25 02:23:00
102.100.100.50470,Main dataset,Staphylococcus aureus,BPH2900,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,82,,0,2017-08-25 02:23:00
102.100.100.50852,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,7,Transcriptomics,HiSeq,AGRF,,2017-08-25,2017-08-25,0,,,81,,0,2017-08-25 02:23:00
102.100.100.50469,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,80,,0,2017-08-25 02:23:00
102.100.100.50468,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,79,,0,2017-08-25 02:23:00
102.100.100.50467,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,78,,0,2017-08-25 02:23:00
102.100.100.50466,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,77,,0,2017-08-25 02:23:00
102.100.100.50465,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,76,,0,2017-08-25 02:23:00
102.100.100.50851,Main dataset,Staphylococcus aureus,BPH2819,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-08-25,2017-08-25,0,,,75,,0,2017-08-25 02:23:00
102.100.100.50463,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,74,,0,2017-08-25 02:23:00
102.100.100.50462,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,73,,0,2017-08-25 02:23:00
102.100.100.50461,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,72,,0,2017-08-25 02:23:00
102.100.100.50460,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,71,,0,2017-08-25 02:23:00
102.100.100.50459,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,70,,0,2017-08-25 02:23:00
102.100.100.50458,Main dataset,Staphylococcus aureus,BPH2819,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,69,,0,2017-08-25 02:23:00
102.100.100.50457,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,68,,0,2017-08-25 02:23:00
102.100.100.50456,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,67,,0,2017-08-25 02:23:00
102.100.100.50455,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,66,,0,2017-08-25 02:23:00
102.100.100.50454,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,65,,0,2017-08-25 02:23:00
102.100.100.50453,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,64,,0,2017-08-25 02:23:00
102.100.100.50452,Main dataset,Staphylococcus aureus,BPH2760,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,63,,0,2017-08-25 02:23:00
102.100.100.50451,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,6,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,62,,0,2017-08-25 02:23:00
102.100.100.50450,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,5,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,61,,0,2017-08-25 02:23:00
102.100.100.50449,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,4,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,60,,0,2017-08-25 02:23:00
102.100.100.50448,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,3,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,59,,0,2017-08-25 02:23:00
102.100.100.50447,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,2,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,58,,0,2017-08-25 02:23:00
102.100.100.50446,Main dataset,Staphylococcus aureus,BPH2760,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-07-31,2017-07-31,0,,,57,,0,2017-08-25 02:23:00
102.100.100.25986,Pilot,Staphylococcus aureus,BPH2900,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,56,,0,2017-04-13 12:53:29
102.100.100.25985,Pilot,Staphylococcus aureus,BPH2760,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,55,,0,2017-04-13 12:53:29
102.100.100.25984,Pilot,Klebsiella pneumoniae,AJ218,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,54,,0,2017-04-13 12:53:29
102.100.100.25983,Pilot,Klebsiella pneumoniae,KPC2,,Pooled sera,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,53,,0,2017-04-13 12:53:29
102.100.100.25982,Pilot,Klebsiella pneumoniae,AJ218,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,52,,0,2017-04-13 12:53:29
102.100.100.25981,Pilot,Klebsiella pneumoniae,KPC2,,RPMI,1,Transcriptomics,HiSeq,AGRF,,2017-04-11,2017-04-11,0,,,51,,0,2017-04-13 12:53:29
102.100.100.25884,Pilot,Staphylococcus aureus,BPH2760,ST1,RPMI,6,Transcriptomics,HiSeq,AGRF,8,2016-09-06,2016-09-01,1,2016-10-17,BPAOPS-34,50,,1,2017-05-24 08:56:06
